	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
114	A0A644F8Z4	ANK_REP_REGION domain-containing protein (A0A644F8Z4_GIAIC)	GL50803_0093294		358.61537198998394	79.18	10.29	0.7671308754493433					Related Proteins	A8B5L6	A0A644F8Z4, A8B5L6	3	12	12	3	12	3	4	13	100.0	Confident
115	A8B6J5	Kinase, NEK (A8B6J5_GIAIC)	GL50803_2483		57.1811489312684	73.08	2.16	0.0					Single Protein		A8B6J5	1	5	5	1	5	1	0	8	88.23529411764706	Doubtful
116	A8BGL6	Kinase, SCY1 (A8BGL6_GIAIC)	GL50803_8805		103.25744101999675	47.86	5.98	41.413547598195166	Oxidation of M(M383, M620)	Oxidation of M(2)			Single Protein		A8BGL6	6	21	21	6	21	6	8	22	100.0	Confident
117	A8B6L8	40S ribosomal protein S6 (A8B6L8_GIAIC)	GL50803_14620		28.01017315724481	100.0	47.58	158.80844002014246	Oxidation of M(M23, M69, M214)	Oxidation of M(3)			Single Protein		A8B6L8	30	36	36	30	36	30	37	55	100.0	Confident
118	A8B6L5	Uncharacterized protein (A8B6L5_GIAIC)	GL50803_8049		55.236555214818395	46.39	2.21	29.39767567060213					Single Protein		A8B6L5	1	3	3	1	3	1	1	3	100.0	Doubtful
119	A8B6L2	Uncharacterized protein (A8B6L2_GIAIC)	GL50803_8048		45.9225178675224	21.17	4.62	76.01020646362893					Single Protein		A8B6L2	1	1	1	1	1	1	1	1	100.0	Doubtful
120	A8BGM3	Uncharacterized protein (A8BGM3_GIAIC)	GL50803_8799		35.91331317448176	88.18	3.83	30.569322164720333					Single Protein		A8BGM3	1	7	7	1	7	1	1	9	100.0	Doubtful
121	A8BXP9	Kinase, NEK (A8BXP9_GIAIC)	GL50803_8445		66.94059313326336	79.23	3.18	35.33137737630992					Single Protein		A8BXP9	2	7	7	2	7	2	3	10	100.0	Confident
122	A8B6M4	Uncharacterized protein (A8B6M4_GIAIC)	GL50803_14621		26.926359261705105	88.8	5.2	33.748531669851246					Single Protein		A8B6M4	1	1	1	1	1	1	1	1	100.0	Doubtful
123	A8BGN3	CBF domain-containing protein (A8BGN3_GIAIC)	GL50803_101594		119.09617500189694	73.18	1.23	8.881192544697695					Single Protein		A8BGN3	1	11	11	1	11	1	1	13	88.23529411764706	Doubtful
124	A8BH24	Kinase, NEK (A8BH24_GIAIC)	GL50803_15411		77.9558369084634	58.36	15.86	212.66019091942934	Oxidation of M(M76, M168, M256, M514, M601)	Oxidation of M(5)			Single Protein		A8BH24	17	23	23	17	23	17	33	45	100.0	Confident
125	A8BY35	Uncharacterized protein (A8BY35_GIAIC)	GL50803_3538		30.0124712527165	38.03	3.87	54.084185368351356	Oxidation of M(M165)	Oxidation of M(1)			Single Protein		A8BY35	1	5	5	1	5	1	1	6	100.0	Doubtful
126	A8BXR5	Ankyrin repeat protein 2 (A8BXR5_GIAIC)	GL50803_8438		40.06888650118129	56.87	2.96	26.699787713489908					Single Protein		A8BXR5	1	4	4	1	4	1	1	5	100.0	Doubtful
127	A8BH19	Protein kinase domain-containing protein (A8BH19_GIAIC)	GL50803_15409		56.972904879879444	55.15	11.07	104.7815455364516	Oxidation of M(M327, M376, M460)	Oxidation of M(3)			Single Protein		A8BH19	6	6	6	6	6	6	10	14	100.0	Confident
128	A8BH18	Kinase, NEK (A8BH18_GIAIC)	GL50803_11390		85.13005630356861	43.11	7.98	61.03786634428224	Oxidation of M(M620, M740)	Oxidation of M(2)			Single Protein		A8BH18	6	11	11	6	11	6	10	18	100.0	Confident
129	A8BH31	CCT-beta (A8BH31_GIAIC)	GL50803_11397		56.568445028452786	95.81	9.52	49.55141554700382	Oxidation of M(M239, M432)	Oxidation of M(2)			Single Protein		A8BH31	4	8	8	4	8	4	5	12	100.0	Confident
130	A8B6P4	Kinase, NEK (A8B6P4_GIAIC)	GL50803_87677		133.1304772709322	74.92	1.66	11.696579830124046					Single Protein		A8B6P4	2	13	12	2	13	2	3	13	100.0	Confident
131	A8BY40	Ankyrin repeat protein 1 (A8BY40_GIAIC)	GL50803_16220		71.0765375637385	60.06	0.0	0.0					Single Protein		A8BY40	0	4	4	0	4	0	1	6	82.35294117647058	Doubtful
132	A0A644F1R1	Vesicle-fusing ATPase (A0A644F1R1_GIAIC)	GL50803_00112681		88.19799472771761	70.7	2.1	7.92016232224705	Oxidation of M(M481)	Oxidation of M(1)			Related Proteins	A0A644F2H1, A8BXH2, A8BZZ4	A0A644F1R1, A0A644F2H1, A8BXH2, A8BZZ4	3	8	0	0	8	3	3	10	100.0	Confident
133	A8B724	Uncharacterized protein (A8B724_GIAIC)	GL50803_90434		159.4717821340779	66.99	2.04	14.282619589426119					Single Protein		A8B724	3	15	15	3	15	3	4	15	100.0	Confident
134	A8BY54	Leucyl-tRNA synthetase (A8BY54_GIAIC)	GL50803_8621		132.2819000063919	67.18	13.98	30.952340416776938	Oxidation of M(M25, M524, M738)	Oxidation of M(3)			Single Protein		A8BY54	18	30	30	18	30	18	19	35	100.0	Confident
135	A8BH36	Kinesin motor domain-containing protein (A8BH36_GIAIC)	GL50803_16425		116.40341295474838	83.4	1.13	9.004410797719117					Single Protein		A8BH36	1	7	6	1	7	1	2	7	100.0	Doubtful
136	A8BGT4	Uncharacterized protein (A8BGT4_GIAIC)	GL50803_11497		102.48828065142222	48.56	1.92	21.5967566146659					Single Protein		A8BGT4	2	3	3	2	3	2	2	3	100.0	Confident
137	A8B731	Uncharacterized protein (A8B731_GIAIC)	GL50803_13467		35.02539170623844	90.0	9.35	55.44113625572935	Oxidation of M(M239)	Oxidation of M(1)			Single Protein		A8B731	3	9	9	3	9	3	4	11	100.0	Confident
138	A8BHW1	Protein kinase domain-containing protein (A8BHW1_GIAIC)	GL50803_16034		49.19909478852376	80.79	2.08	21.252223973457966					Single Protein		A8BHW1	1	4	4	1	4	1	1	4	100.0	Doubtful
139	A0A644F9E9	DUF862 domain-containing protein (A0A644F9E9_GIAIC)	GL50803_0024425		49.818009465980474	61.54	4.4	17.824928698865094					Related Proteins	A8BBP5	A0A644F9E9, A8BBP5	2	3	0	0	3	2	2	4	100.0	Confident
140	A8BZ95	Protein kinase domain-containing protein (A8BZ95_GIAIC)	GL50803_8037		35.21535313611941	84.74	2.6	27.393288693061077					Single Protein		A8BZ95	1	2	1	0	1	0	2	6	100.0	Doubtful
141	A8BYY5	Ser/Thr phosphatase 2A regulatory subunit A (A8BYY5_GIAIC)	GL50803_7439		71.7238690912073	78.53	5.52	48.016203595316824					Single Protein		A8BYY5	2	12	12	2	12	2	5	15	100.0	Confident
142	A8BHY1	ANK_REP_REGION domain-containing protein (A8BHY1_GIAIC)	GL50803_93011		114.2742756519687	72.17	2.98	15.247830573727974					Single Protein		A8BHY1	2	8	8	2	8	2	2	9	100.0	Confident
143	A0A644FF90	Outer-arm dynein beta (Fragment) (A0A644FF90_GIAIC)	GL50803_0017243B		139.84952281355896	78.87	0.82	7.375116186593367					Unrelated Proteins	A8B9Q2	A0A644FF90, A8B9Q2	1	14	0	0	14	1	2	22	100.0	Doubtful
144	A8B7X7	OTU domain-containing protein (A8B7X7_GIAIC)	GL50803_88556		36.482471004060876	70.12	6.71	91.707966494161	Oxidation of M(M159)	Oxidation of M(1)			Single Protein		A8B7X7	2	8	8	2	8	2	3	9	100.0	Confident
145	A8B7Z1	Protein kinase domain-containing protein (A8B7Z1_GIAIC)	GL50803_10893		35.7900447002848	66.36	3.74	29.194231548314228					Single Protein		A8B7Z1	1	2	2	1	2	1	1	2	100.0	Doubtful
146	A0A644F8A0	Ubiquitin-like domain-containing protein (A0A644F8A0_GIAIC)	GL50803_005069		64.8874679921136	48.49	1.51	20.04069576594492					Related Proteins	A8BY12	A0A644F8A0, A8BY12	1	2	2	1	2	1	1	2	100.0	Doubtful
147	A8BZB0	Seven transmembrane protein 1 (A8BZB0_GIAIC)	GL50803_8044		35.146033391296584	28.3	4.4	68.14130843765854					Single Protein		A8BZB0	3	3	3	3	3	3	3	3	100.0	Confident
148	A8BZD3	Ribosomal_S7 domain-containing protein (A8BZD3_GIAIC)	GL50803_12981		21.011877512817218	87.37	12.63	125.81689438321737	Oxidation of M(M63, M64)	Oxidation of M(2)			Single Protein		A8BZD3	3	8	8	3	8	3	4	10	100.0	Confident
149	A8BIB3	Kinase, NEK (A8BIB3_GIAIC)	GL50803_16460		134.04625908418905	71.24	0.91	8.183446088712717					Single Protein		A8BIB3	1	15	15	1	15	1	1	16	99.12587412587412	Doubtful
150	A8BZE2	ANK_REP_REGION domain-containing protein (A8BZE2_GIAIC)	GL50803_17046		74.53178273484143	60.0	1.91	15.740919622132111					Single Protein		A8BZE2	1	6	6	1	6	1	1	11	100.0	Doubtful
151	A8BZG4	Chromosome segregation protein (A8BZG4_GIAIC)	GL50803_14345		160.12438743366158	78.73	0.69	0.0					Single Protein		A8BZG4	1	10	10	1	10	1	1	15	82.35294117647058	Doubtful
152	A0A644F929	Ankyrin repeat protein 1 (A0A644F929_GIAIC)	GL50803_004767		31.073942941879952	81.53	5.23	49.43632568825866					Unrelated Proteins	A8B5T4	A0A644F929, A8B5T4	2	4	4	2	4	2	2	5	100.0	Confident
153	A8BIF2	Triosephosphate isomerase (A8BIF2_GIAIC)	GL50803_93938		27.885310727574822	54.86	13.23	68.44281865198447	Oxidation of M(M141)	Oxidation of M(1)			Single Protein		A8BIF2	3	3	3	3	3	3	3	3	100.0	Confident
154	A8BHF1	Uncharacterized protein (A8BHF1_GIAIC)	GL50803_94287		158.21578825526805	63.45	0.84	14.5844994251734					Single Protein		A8BHF1	1	10	10	1	10	1	2	22	99.11190053285968	Doubtful
155	A8B7H8	Ribos_L4_asso_C domain-containing protein (A8B7H8_GIAIC)	GL50803_17547		34.96576867343805	100.0	50.95	351.14877249231927	Oxidation of M(M91, M314)	Oxidation of M(2)			Single Protein		A8B7H8	19	28	28	19	28	19	44	66	100.0	Confident
156	A8BYL9	Deoxyribonuclease, TatD family (A8BYL9_GIAIC)	GL50803_95789		37.847256077854375	68.24	5.0	41.35849469344515					Single Protein		A8BYL9	2	2	2	2	2	2	2	2	100.0	Confident
157	A8BYL1	Uncharacterized protein (A8BYL1_GIAIC)	GL50803_13584		43.609829494226155	80.05	8.03	47.358690814773986					Single Protein		A8BYL1	3	5	5	3	5	3	4	7	100.0	Confident
158	A0A644F9P4	WD40 repeat protein (A0A644F9P4_GIAIC)	GL50803_0017068		36.996375131879056	70.69	11.78	66.10289322798499	Oxidation of M(M195)	Oxidation of M(1)			Unrelated Proteins	A8B880	A0A644F9P4, A8B880	3	5	5	3	5	3	3	6	100.0	Confident
159	A8B7M0	Alpha-3 giardin (A8B7M0_GIAIC)	GL50803_11683		33.29892900205321	90.54	9.12	102.1387149355014	Oxidation of M(M58)	Oxidation of M(1)			Single Protein		A8B7M0	4	9	9	4	9	4	6	12	100.0	Confident
160	A8BHN6	Uncharacterized protein (A8BHN6_GIAIC)	GL50803_21628		42.35215824428589	100.0	58.49	108.39071676701722	Oxidation of M(M15)	Oxidation of M(1)			Single Protein		A8BHN6	25	34	32	23	32	23	36	53	100.0	Confident
161	K1C9_HUMAN				62.09190997979053	48.8	49.12	781.6405857998898	Oxidation of M(M157, M234, M245, M269, M296, M326)	Oxidation of M(6)			Single Protein		K1C9_HUMAN	43	50	50	43	50	43	198	269	100.0	Confident
162	CASB_BOVIN				25.091254045151747	42.41	13.39	608.5607076321215	Oxidation of M(M117)	Oxidation of M(1)			Single Protein		CASB_BOVIN	4	5	5	4	5	4	11	18	100.0	Confident
163	A8BYQ3	HECT domain-containing protein (A8BYQ3_GIAIC)	GL50803_137754		107.78246054243635	58.32	1.16	11.219591645562248					Single Protein		A8BYQ3	1	6	6	1	6	1	1	6	100.0	Doubtful
164	A8BZ22	EF1_GNE domain-containing protein (A8BZ22_GIAIC)	GL50803_13561		24.742991892923865	64.09	30.45	161.02956765058255	Oxidation of M(M58, M131, M133)	Oxidation of M(3)			Single Protein		A8BZ22	7	7	7	7	7	7	10	11	100.0	Confident
165	A8BI13	Alpha-6 giardin (A8BI13_GIAIC)	GL50803_14551		33.127371260167635	82.49	26.94	135.88423946755483	Oxidation of M(M23)	Oxidation of M(1)			Single Protein		A8BI13	6	11	11	6	11	6	10	17	100.0	Confident
166	A8BZ59	Uncharacterized protein (A8BZ59_GIAIC)	GL50803_114546		37.248475164484276	32.84	3.23	150.6630878118359					Single Protein		A8BZ59	1	1	1	1	1	1	2	2	100.0	Doubtful
167	A8BYT1	PCI domain-containing protein (A8BYT1_GIAIC)	GL50803_4331		46.42080539617901	57.6	3.19	53.854039898698794					Single Protein		A8BYT1	2	7	7	2	7	2	2	7	100.0	Doubtful
168	A8B820	ANK_REP_REGION domain-containing protein (A8B820_GIAIC)	GL50803_17060		66.19465522107946	64.21	20.22	84.66815714060407	Oxidation of M(M615)	Oxidation of M(1)			Single Protein		A8B820	12	17	17	12	17	12	19	33	100.0	Confident
169	A8BYU8	Uncharacterized protein (A8BYU8_GIAIC)	GL50803_14475		126.80168251361438	55.29	1.05	9.033332888075817					Single Protein		A8BYU8	1	6	6	1	6	1	1	6	100.0	Doubtful
170	A8BYU1	H(+)-transporting two-sector ATPase (A8BYU1_GIAIC)	GL50803_7532		71.49178033072369	61.07	4.12	38.773588775104834					Single Protein		A8BYU1	2	9	9	2	9	2	3	11	100.0	Confident
171	A8BHU2	Uncharacterized protein (A8BHU2_GIAIC)	GL50803_16902		109.22949385888762	60.46	2.31	16.32993467896028					Single Protein		A8BHU2	2	5	5	2	5	2	2	5	100.0	Confident
172	A8B7S7	Protein kinase domain-containing protein (A8B7S7_GIAIC)	GL50803_9196		33.853544780196636	81.14	7.41	98.91442266987453	Oxidation of M(M1, M47)	Oxidation of M(2)			Single Protein		A8B7S7	4	10	10	4	10	4	5	12	100.0	Confident
173	A8BZ78	Ribosomal_L18e/L15P domain-containing protein (A8BZ78_GIAIC)	GL50803_16310		17.118176971909982	100.0	8.72	113.25010627466861					Single Protein		A8BZ78	1	3	3	1	3	1	2	4	100.0	Doubtful
174	A8BZ76	Protein kinase domain-containing protein (A8BZ76_GIAIC)	GL50803_22165		39.510122529542386	63.59	7.28	61.81049756383012	Oxidation of M(M243)	Oxidation of M(1)			Single Protein		A8BZ76	2	7	7	2	7	2	3	9	100.0	Confident
175	A8B843	Protein kinase domain-containing protein (A8B843_GIAIC)	GL50803_11178		37.9423347304175	47.16	17.91	71.88353294106997	Oxidation of M(M21, M51)	Oxidation of M(2)			Single Protein		A8B843	5	7	7	5	7	5	5	8	100.0	Confident
176	A8BYV1	Protein kinase domain-containing protein (A8BYV1_GIAIC)	GL50803_7537		46.454829684927326	89.78	3.49	70.30944097885677					Single Protein		A8BYV1	1	6	6	1	6	1	3	10	100.0	Doubtful
177	A8B852	Pyruvate-flavodoxin oxidoreductase (A8B852_GIAIC)	GL50803_17063		131.71844001829652	57.88	16.26	45.6923395289597	Oxidation of M(M100, M215, M682, M683, M787, M1192)	Oxidation of M(6)			Single Protein		A8B852	19	30	30	19	30	19	22	42	100.0	Confident
178	A8BZ84	Ornithine cyclodeaminase (A8BZ84_GIAIC)	GL50803_2452		33.94940158074527	75.83	12.99	51.73269904798825					Single Protein		A8BZ84	3	4	4	3	4	3	4	4	100.0	Confident
179	A0A644F9H9	HATPase_c domain-containing protein (A0A644F9H9_GIAIC)	GL50803_0098054		80.72098849652629	83.66	11.22	27.98762508320636	Oxidation of M(M84, M343)	Oxidation of M(2)			Related Proteins	A8BBJ7	A0A644F9H9, A8BBJ7	10	20	0	0	0	0	21	43	100.0	Confident
180	A8BRM0	WD_REPEATS_REGION domain-containing protein (A8BRM0_GIAIC)	GL50803_13661		38.39036089830258	40.29	8.0	63.91767361714251					Single Protein		A8BRM0	2	4	4	2	4	2	2	4	99.12891986062718	Doubtful
181	A8BAK9	Protein phosphatase 2A B' regulatory subunit Wdb1 (A8BAK9_GIAIC)	GL50803_16443		93.14911812410244	71.99	5.12	27.294037647071722					Single Protein		A8BAK9	4	14	14	4	14	4	4	15	100.0	Confident
182	A8BAM2	Ubiquitin-like domain-containing protein (A8BAM2_GIAIC)	GL50803_115337		36.46831051877801	54.1	12.46	138.24890080112286					Single Protein		A8BAM2	4	6	6	4	6	4	6	8	100.0	Confident
183	A8BAM0	TPR_REGION domain-containing protein (A8BAM0_GIAIC)	GL50803_7287		31.583913016963436	72.7	4.78	28.7956754862212					Single Protein		A8BAM0	1	2	2	1	2	1	1	2	100.0	Doubtful
184	A8BB03	Uncharacterized protein (A8BB03_GIAIC)	GL50803_10813		257.9820178260893	66.44	0.47	0.0	Oxidation of M(M1975)	Oxidation of M(1)			Single Protein		A8BB03	1	16	16	1	16	1	0	19	82.6923076923077	Doubtful
185	A8BRP6	Uncharacterized protein (A8BRP6_GIAIC)	GL50803_7188		115.54828929788977	50.41	3.63	20.166984374639487	Oxidation of M(M1084)	Oxidation of M(1)			Single Protein		A8BRP6	3	7	7	3	7	3	3	8	100.0	Confident
186	D3KGX6	Putative Diphthamide-ammonia ligase (D3KGX6_GIAIC)	GL50803_27364		47.381414268763784	64.35	2.31	27.572329795630104	Oxidation of M(M227)	Oxidation of M(1)			Single Protein		D3KGX6	1	3	3	1	3	1	1	4	100.0	Doubtful
187	A8BS28	ATP-dependent RNA helicase p47, putative (A8BS28_GIAIC)	GL50803_16376		56.91761955569137	79.84	6.4	70.85447540504946					Single Protein		A8BS28	4	11	11	4	11	4	8	20	100.0	Confident
188	A8BRQ2	Glutamate synthase (A8BRQ2_GIAIC)	GL50803_7195		98.25843861994511	71.32	4.51	21.808139261431997					Single Protein		A8BRQ2	4	15	15	4	15	4	4	18	100.0	Confident
189	D3KGW1	Uncharacterized protein (D3KGW1_GIAIC)	GL50803_33663		116.64555304861423	77.17	2.41	14.077529895655415					Single Protein		D3KGW1	2	7	7	2	7	2	2	7	100.0	Confident
190	CATD_HUMAN				44.52362582128668	63.11	1.94	25.33673548787631					Single Protein		CATD_HUMAN	1	3	3	1	3	1	1	3	100.0	Doubtful
191	A8BS37	Ribosomal protein L23 (A8BS37_GIAIC)	GL50803_10091		15.412254651275408	100.0	7.04	59.416428996216986					Single Protein		A8BS37	1	5	5	1	5	1	1	6	100.0	Doubtful
192	A8BAR6	Adaptin_N domain-containing protein (A8BAR6_GIAIC)	GL50803_17304		86.97960873461508	49.68	12.26	254.2597708028664	Oxidation of M(M360, M363, M637, M640, M667)	Oxidation of M(5)			Single Protein		A8BAR6	15	24	24	15	24	15	58	86	100.0	Confident
193	A8BRS8	Radial spoke protein 3 (A8BRS8_GIAIC)	GL50803_16450		34.149641501904995	71.57	5.88	46.3578731728726					Single Protein		A8BRS8	2	4	4	2	4	2	2	4	100.0	Confident
194	D3KHE2	Endo/exonuclease/phosphatase domain-containing protein (D3KHE2_GIAIC)	GL50803_10551		40.51740027408532	63.46	5.49	54.786577386122154					Single Protein		D3KHE2	2	4	4	2	4	2	3	5	100.0	Confident
195	A8BAT6	Cation-transporting ATPase 2, putative (A8BAT6_GIAIC)	GL50803_92246		151.84109233216353	61.86	1.54	11.179946445401253	Oxidation of M(M349)	Oxidation of M(1)			Single Protein		A8BAT6	2	8	8	2	8	2	2	8	100.0	Confident
196	A8BS66	Mitogen-activated protein kinase (A8BS66_GIAIC)	GL50803_22850		41.070083343860645	76.11	25.0	124.55491636610365					Single Protein		A8BS66	8	16	16	8	16	8	13	19	100.0	Confident
197	A8BS62	GTP-binding nuclear protein (A8BS62_GIAIC)	GL50803_15869		25.404995853829522	87.61	27.88	85.24241959383518					Single Protein		A8BS62	5	5	5	5	5	5	5	5	100.0	Confident
198	D3KHD1	Uncharacterized protein (D3KHD1_GIAIC)	GL50803_28295		16.629356047295772	56.58	10.53	77.40488915103498					Single Protein		D3KHD1	1	4	3	1	4	1	1	4	100.0	Doubtful
199	A8BAU7	CCT-theta (A8BAU7_GIAIC)	GL50803_13500		60.60775415772517	62.88	5.33	24.060264973753267					Single Protein		A8BAU7	2	9	9	2	9	2	4	9	100.0	Confident
200	A8BS78	WD-40 repeat protein (A8BS78_GIAIC)	GL50803_16264		115.18853470466334	72.53	2.21	13.564522375342142	Oxidation of M(M330)	Oxidation of M(1)			Single Protein		A8BS78	2	13	13	2	13	2	2	13	100.0	Confident
201	A8BRV7	Protein kinase domain-containing protein (A8BRV7_GIAIC)	GL50803_13921		43.08062494620174	70.47	11.4	54.25111186640182	Oxidation of M(M157)	Oxidation of M(1)			Single Protein		A8BRV7	4	6	6	4	6	4	4	8	100.0	Confident
202	A8BS90	M20_dimer domain-containing protein (A8BS90_GIAIC)	GL50803_8407		55.06817246046047	63.04	2.17	53.5124709352821					Single Protein		A8BS90	1	5	5	1	5	1	3	7	100.0	Doubtful
203	A8BB76	V-type proton ATPase subunit C (A8BB76_GIAIC)	GL50803_87058		55.63131036346714	71.05	7.69	36.22500471978568					Single Protein		A8BB76	3	11	11	3	11	3	3	15	100.0	Confident
204	A0A644F408	Protein kinase domain-containing protein (A0A644F408_GIAIC)	GL50803_0015035		56.296653374183755	57.48	0.0	0.0					Unrelated Proteins	A8BFY0	A0A644F408, A8BFY0	0	4	4	0	4	0	2	6	88.23529411764706	Doubtful
205	A8BB85	Carbamate kinase (A8BB85_GIAIC)	GL50803_16453		33.85740378734376	81.33	43.99	141.09183164191555	Oxidation of M(M16, M146, M275)	Oxidation of M(3)			Single Protein		A8BB85	19	26	26	19	26	19	22	32	100.0	Confident
206	A8BRX1	AstB/chuR-related protein (A8BRX1_GIAIC)	GL50803_16519		42.19735737234661	62.73	2.41	25.03600272244158					Single Protein		A8BRX1	1	7	7	1	7	1	1	7	100.0	Doubtful
207	A8BRY6	Ribosomal_L30 domain-containing protein (A8BRY6_GIAIC)	GL50803_19436		27.041480978738402	100.0	51.49	148.9930885207899	Oxidation of M(M112)	Oxidation of M(1)			Single Protein		A8BRY6	14	18	18	14	18	14	19	28	100.0	Confident
208	A8BRY4	Uncharacterized protein (A8BRY4_GIAIC)	GL50803_10928		29.770357995471866	91.23	3.51	0.0					Single Protein		A8BRY4	1	2	2	1	2	1	0	10	82.6923076923077	Doubtful
209	A8BR95	High cysteine membrane protein Group 5 (A8BR95_GIAIC)	GL50803_21321		72.72116707715865	65.33	1.78	133.28803977034457					Single Protein		A8BR95	2	7	7	2	7	2	14	21	100.0	Confident
210	A0A644EY22	Axoneme-associated protein GASP-180 (A0A644EY22_GIAIC)	GL50803_0061565		179.16346936944646	82.54	27.78	50.2344966649674	Oxidation of M(M43, M137, M279, M314, M317, M1230)	Oxidation of M(6)			Single Protein		A0A644EY22	43	67	5	2	5	2	95	143	100.0	Confident
211	A0A644EY25	Uncharacterized protein (A0A644EY25_GIAIC)	GL50803_0061554		122.40555456419739	53.2	2.19	16.204480635331905					Single Protein		A0A644EY25	2	4	4	2	4	2	2	5	100.0	Confident
212	A8BA94	Uncharacterized protein (A8BA94_GIAIC)	GL50803_17577		120.14889386814986	55.11	2.97	20.379548109813552					Single Protein		A8BA94	3	9	9	3	9	3	3	11	100.0	Confident
213	A8BQY8	Putative Flagellar C1a complex subunit C1a-32 (A8BQY8_GIAIC)	GL50803_13262		37.31896164308331	67.07	4.19	42.755741135791276					Single Protein		A8BQY8	2	3	3	2	3	2	2	3	100.0	Confident
214	A0A644EY11	Ankyrin repeat protein 3 (A0A644EY11_GIAIC)	GL50803_0061564		205.14148800148797	82.91	8.52	8.859911487759504	Oxidation of M(M187, M189)	Oxidation of M(2)			Single Protein		A0A644EY11	8	20	18	8	19	8	11	26	100.0	Confident
215	A0A644EY12	Desulfoferrodox domain-containing protein (A0A644EY12_GIAIC)	GL50803_0061550		12.522161340315526	77.48	8.11	228.03061939088684					Single Protein		A0A644EY12	1	1	1	1	1	1	3	3	100.0	Doubtful
216	D3KGK9	Uncharacterized protein (D3KGK9_GIAIC)	GL50803_15399		110.6456020656423	65.45	1.02	10.533249584847455					Single Protein		D3KGK9	1	4	4	1	4	1	1	4	100.0	Doubtful
217	A0A644F678	Protein kinase domain-containing protein (A0A644F678_GIAIC)	GL50803_0091220		124.2599255850051	72.64	0.79	8.57432207059229					Unrelated Proteins	A8BQA9	A0A644F678, A8BQA9	1	12	12	1	12	1	3	12	100.0	Doubtful
218	D3KGG6	CH_2 domain-containing protein (D3KGG6_GIAIC)	GL50803_15216		114.53439336197748	67.28	1.17	9.879546741759732					Single Protein		D3KGG6	1	4	4	1	4	1	1	4	100.0	Doubtful
219	A8BAA8	Putative Reductase (A8BAA8_GIAIC)	GL50803_4602		33.24439546954055	70.23	3.01	32.32617976039391					Single Protein		A8BAA8	1	2	2	1	2	1	1	2	100.0	Doubtful
220	A8BAA3	Uncharacterized protein (A8BAA3_GIAIC)	GL50803_94463		53.35583578017722	74.58	18.13	107.60320530758901	Oxidation of M(M376)	Oxidation of M(1)			Single Protein		A8BAA3	7	15	15	7	15	7	14	25	100.0	Confident
221	A8BRD3	Uncharacterized protein (A8BRD3_GIAIC)	GL50803_4692		26.82601537363841	53.97	9.21	61.73511890826448					Single Protein		A8BRD3	2	5	5	2	5	2	2	8	100.0	Confident
222	A8BRG5	Ribosomal protein S17 (A8BRG5_GIAIC)	GL50803_6135		15.715391674893675	82.48	6.57	184.7547354188937					Single Protein		A8BRG5	1	4	4	1	4	1	3	6	99.12434325744309	Doubtful
223	A8BRH9	Protein kinase domain-containing protein (A8BRH9_GIAIC)	GL50803_16235		46.0680385965422	92.8	17.62	59.22675230276141					Single Protein		A8BRH9	9	19	19	9	19	9	9	21	100.0	Confident
224	D3KH10	Uncharacterized protein (D3KH10_GIAIC)	GL50803_15445		32.22719457773451	55.59	8.04	60.55358553202975					Single Protein		D3KH10	2	2	2	2	2	2	2	3	98.97084048027445	Confident
225	A8BAF5	Coiled-coil protein (A8BAF5_GIAIC)	GL50803_17249		190.40386809952702	92.54	13.25	28.104087928814536	Oxidation of M(M214, M1014, M1491)	Oxidation of M(3)			Single Protein		A8BAF5	20	58	58	20	58	20	33	93	100.0	Confident
226	A8BAF3	Peptidylprolyl isomerase (A8BAF3_GIAIC)	GL50803_3643		37.56052376792046	77.51	18.05	65.3170546371628	Oxidation of M(M101, M290)	Oxidation of M(2)			Single Protein		A8BAF3	5	13	13	5	13	5	6	18	100.0	Confident
227	A8BRI9	IU_nuc_hydro domain-containing protein (A8BRI9_GIAIC)	GL50803_13272		40.38501423795893	46.32	2.18	34.15843286422191					Single Protein		A8BRI9	1	4	4	1	4	1	1	4	100.0	Doubtful
228	A8BAG8	ANK_REP_REGION domain-containing protein (A8BAG8_GIAIC)	GL50803_102813		36.9654354153169	77.84	19.53	60.880186503558186					Single Protein		A8BAG8	7	8	5	4	8	7	7	9	100.0	Confident
229	A8BSL8	Kinase, NEK (A8BSL8_GIAIC)	GL50803_114535		115.93345746835946	83.59	4.34	18.177208112424186					Single Protein		A8BSL8	4	14	14	4	14	4	4	16	100.0	Confident
230	A8BBM0	Obg-like ATPase 1 (A8BBM0_GIAIC)	GL50803_114246		45.35666841429228	92.86	2.22	20.78111556025323					Single Protein		A8BBM0	1	6	6	1	6	1	1	6	100.0	Doubtful
231	A8BSN8	Protein kinase domain-containing protein (A8BSN8_GIAIC)	GL50803_6680		38.78180420460052	65.9	18.91	94.24993163473991					Single Protein		A8BSN8	5	6	6	5	6	5	7	10	100.0	Confident
