	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
186	A8BC70	Sec24-like (A8BC70_GIAIC)	GL50803_17164		105.81138599064325	48.3	2.57	27.165277901057284					Single Protein		A8BC70	2	6	6	2	6	2	2	6	100.0	Confident
187	A8B252	40S ribosomal protein S8 (A8B252_GIAIC)	GL50803_5845		19.401496365979487	85.06	8.62	65.05095282820231					Single Protein		A8B252	1	2	2	1	2	1	2	3	89.1891891891892	Doubtful
189	A8BC83	ATP_bind_3 domain-containing protein (A8BC83_GIAIC)	GL50803_7368		33.89745931536708	100.0	6.64	56.406307934089035					Single Protein		A8BC83	2	5	5	2	5	2	2	5	97.2972972972973	Doubtful
191	A8BT95	Uncharacterized protein (A8BT95_GIAIC)	GL50803_6367		31.450881031707155	92.0	3.64	41.15951197129892					Single Protein		A8BT95	1	2	2	1	2	1	1	2	100.0	Doubtful
192	A8B1U4	IFT complex B (A8B1U4_GIAIC)	GL50803_14713		41.40219607313334	65.37	3.88	36.74956426008832	Oxidation of M(M8)	Oxidation of M(1)			Single Protein		A8B1U4	1	2	2	1	2	1	1	3	100.0	Doubtful
193	A8B1V5	Aspartate aminotransferase (A8B1V5_GIAIC)	GL50803_91056		47.589133059200854	59.02	7.96	48.59778443137361					Single Protein		A8B1V5	3	7	7	3	7	3	4	7	100.0	Doubtful
196	A0A644F722	Fe-ADH domain-containing protein (A0A644F722_GIAIC)	GL50803_0013350		44.65665279190711	71.18	6.9	45.887293751785954					Related Proteins	E2RTV7	A0A644F722, E2RTV7	2	6	6	2	6	2	2	7	100.0	Doubtful
199	A8BSD2	Phosphatase subunit gene g4-1 (A8BSD2_GIAIC)	GL50803_17157		51.65877341281785	56.29	3.09	33.78765908091702	Oxidation of M(M407)	Oxidation of M(1)			Single Protein		A8BSD2	1	3	3	1	3	1	1	3	100.0	Doubtful
200	D3KG44	Nudix hydrolase domain-containing protein (D3KG44_GIAIC)	GL50803_14603		37.396735571912856	78.61	4.52	39.7153185687972					Single Protein		D3KG44	1	3	3	1	3	1	1	3	89.1891891891892	Doubtful
201	A0A644EYB1	ANK_REP_REGION domain-containing protein (A0A644EYB1_GIAIC)	GL50803_0014800		42.331420442507905	55.75	2.81	46.19945221268246	Oxidation of M(M53)	Oxidation of M(1)			Related Proteins	A8BCG5	A0A644EYB1, A8BCG5	1	2	0	0	2	1	3	3	89.1891891891892	Doubtful
202	A8BSI3	SER_THR_PHOSPHATASE domain-containing protein (A8BSI3_GIAIC)	GL50803_7588		47.277179269786956	67.46	15.55	135.02695195580083					Single Protein		A8BSI3	6	10	10	6	10	6	12	16	100.0	Confident
203	A0A644F0V8	Putative Nucleotidyl transferase (A0A644F0V8_GIAIC)	GL50803_0017393		36.43230206777361	67.18	5.83	34.720447215052765					Unrelated Proteins	A8BM08	A0A644F0V8, A8BM08	1	4	4	1	4	1	1	4	100.0	Doubtful
204	A8BBJ1	FAD-dependent glycerol-3-phosphate dehydrogenase (A8BBJ1_GIAIC)	GL50803_16125		118.77832403970385	65.17	6.84	56.22312955445988					Single Protein		A8BBJ1	7	17	17	7	17	7	15	26	100.0	Confident
205	A8BBI7	Ubiquitin carboxyl-terminal hydrolase (A8BBI7_GIAIC)	GL50803_14460		92.99685458684401	54.7	2.56	30.47173854948096					Single Protein		A8BBI7	3	12	12	3	12	3	3	13	100.0	Confident
206	A8BBI5	T-complex protein 1 subunit eta (A8BBI5_GIAIC)	GL50803_16124		64.71139757251473	88.07	2.18	19.023303852281014					Single Protein		A8BBI5	1	16	16	1	16	1	2	16	100.0	Doubtful
207	A8B2M2	Uncharacterized protein (A8B2M2_GIAIC)	GL50803_17189		267.67457584936705	82.16	0.71	5.2966147833912975					Single Protein		A8B2M2	1	9	9	1	9	1	1	9	100.0	Doubtful
213	A8B313	Kelch repeat-containing protein (A8B313_GIAIC)	GL50803_14584		109.8759782146633	47.56	1.02	57.16598884902628					Single Protein		A8B313	1	4	4	1	4	1	3	7	91.89189189189189	Doubtful
215	A8BCS1	BRO1 domain-containing protein (A8BCS1_GIAIC)	GL50803_7031		109.19642097335746	75.58	12.66	37.975485195886854	Oxidation of M(M351, M475)	Oxidation of M(2)			Single Protein		A8BCS1	10	17	17	10	17	10	12	23	100.0	Confident
217	A8B322	PX domain-containing protein (A8B322_GIAIC)	GL50803_42357		115.17148816122697	48.1	4.39	45.97547688093859	Oxidation of M(M253)	Oxidation of M(1)			Single Protein		A8B322	4	19	19	4	19	4	8	29	100.0	Confident
221	A8B2S4	Protein kinase domain-containing protein (A8B2S4_GIAIC)	GL50803_14742		32.61535019921594	80.84	9.41	81.05958575076771	Oxidation of M(M12)	Oxidation of M(1)			Single Protein		A8B2S4	3	7	7	3	7	3	3	7	100.0	Confident
222	A8B343	PX domain-containing protein (A8B343_GIAIC)	GL50803_7723		80.6154505997998	74.22	5.13	79.90605071162236					Single Protein		A8B343	3	8	8	3	8	3	6	14	100.0	Confident
226	A8B382	Ribosome biogenesis protein BMS1 (A8B382_GIAIC)	GL50803_102722		145.77505391372694	76.72	1.24	10.03445548945674	Oxidation of M(M361)	Oxidation of M(1)			Single Protein		A8B382	1	4	4	1	4	1	1	4	100.0	Doubtful
228	A8B1Y6	Coatomer beta subunit (A8B1Y6_GIAIC)	GL50803_88082		114.8053645754326	66.13	2.29	17.9664536382654					Single Protein		A8B1Y6	2	7	7	2	7	2	3	7	100.0	Confident
229	A8B1Y4	Ankyrin repeat protein 1 (A8B1Y4_GIAIC)	GL50803_10632		108.84128728341717	57.91	1.09	15.27512252646046					Single Protein		A8B1Y4	1	7	7	1	7	1	1	7	89.1891891891892	Doubtful
230	A8BTB7	Asparagine--tRNA ligase (A8BTB7_GIAIC)	GL50803_14375		62.39842915673947	72.26	1.82	25.492940973214417					Single Protein		A8BTB7	1	5	5	1	5	1	1	8	100.0	Doubtful
231	A8B2A9	Protein kinase domain-containing protein (A8B2A9_GIAIC)	GL50803_16802		32.84130852005603	83.16	2.75	38.89644602098694					Single Protein		A8B2A9	1	5	5	1	5	1	1	6	91.89189189189189	Doubtful
233	A8BCD1	Uncharacterized protein (A8BCD1_GIAIC)	GL50803_16678		34.33596488177534	45.09	6.13	98.14045484486012					Single Protein		A8BCD1	2	2	2	2	2	2	2	2	100.0	Confident
234	A8BTG2	M16C_associated domain-containing protein (A8BTG2_GIAIC)	GL50803_93551		128.42669716469538	66.02	1.85	17.985485898475428					Single Protein		A8BTG2	2	10	10	2	10	2	2	11	100.0	Confident
235	A0A644F4K5	Dynein heavy chain (A0A644F4K5_GIAIC)	GL50803_0094440		629.1533830939086	71.6	0.0	0.0					Related Proteins	A8BAC2	A0A644F4K5, A8BAC2	0	27	27	0	27	0	0	32	94.5945945945946	Doubtful
236	A8BCE5	Flagellar exit site protein (A8BCE5_GIAIC)	GL50803_8855		104.0253744327739	62.34	3.76	24.014566744216125					Single Protein		A8BCE5	2	11	11	2	11	2	2	11	100.0	Confident
237	A8B2F3	Ribosomal protein L10e (A8B2F3_GIAIC)	GL50803_10341		38.33943645859748	80.77	5.92	57.16598884902628					Single Protein		A8B2F3	2	6	6	2	6	2	3	9	100.0	Confident
238	A8BCG1	Copine domain-containing protein (A8BCG1_GIAIC)	GL50803_8903		29.125559561084756	78.74	4.72	44.562463748453546					Single Protein		A8BCG1	1	4	4	1	4	1	1	4	100.0	Doubtful
241	A8BCJ6	Uncharacterized protein (A8BCJ6_GIAIC)	GL50803_22543		146.5624708280595	53.66	1.53	16.451839814109302	Oxidation of M(M181)	Oxidation of M(1)			Single Protein		A8BCJ6	2	9	9	2	9	2	2	10	100.0	Doubtful
243	A8BTM8	Uncharacterized protein (A8BTM8_GIAIC)	GL50803_16844		34.51294230461972	82.72	6.79	87.33692740823457					Single Protein		A8BTM8	2	7	7	2	7	2	4	8	100.0	Confident
244	A8BCK3	Coiled-coil protein (A8BCK3_GIAIC)	GL50803_3409		103.8183990346617	94.56	1.11	12.576517546785778					Single Protein		A8BCK3	1	7	7	1	7	1	1	7	100.0	Doubtful
245	A8BUP8	TCP-1 chaperonin subunit zeta (A8BUP8_GIAIC)	GL50803_10231		60.902363128133956	74.78	1.79	22.064065871554					Single Protein		A8BUP8	1	7	7	1	7	1	2	11	100.0	Doubtful
246	A8B3M6	Uncharacterized protein (A8B3M6_GIAIC)	GL50803_16089		47.74150065976221	79.47	6.04	41.01038330473624	Oxidation of M(M233)	Oxidation of M(1)			Single Protein		A8B3M6	2	4	4	2	4	2	2	5	91.89189189189189	Doubtful
248	A8BUQ4	Chaperone protein DnaJ (A8BUQ4_GIAIC)	GL50803_15148		67.3486313088601	76.87	1.79	22.77437785132234					Single Protein		A8BUQ4	1	6	6	1	6	1	1	7	89.1891891891892	Doubtful
249	A0A644F713	Plug_translocon domain-containing protein (A0A644F713_GIAIC)	GL50803_005744		51.9296327187019	43.43	4.66	109.18520056695051	Oxidation of M(M15)	Oxidation of M(1)			Related Proteins	A8BR91	A0A644F713, A8BR91	2	3	3	2	3	2	4	5	100.0	Confident
250	A8BDQ0	Coatomer beta' subunit (A8BDQ0_GIAIC)	GL50803_9593		109.14811884465203	57.33	2.29	21.600888916235117					Single Protein		A8BDQ0	2	6	6	2	6	2	2	6	100.0	Confident
252	A8BE31	Uncharacterized protein (A8BE31_GIAIC)	GL50803_16648		88.30916687517272	76.94	2.72	25.340744310687768					Single Protein		A8BE31	2	13	13	2	13	2	3	15	100.0	Confident
254	A8BV45	Cation_ATPase_N domain-containing protein (A8BV45_GIAIC)	GL50803_96670		147.87001063876963	61.12	3.82	21.8544674700865	Oxidation of M(M354, M355)	Oxidation of M(2)			Single Protein		A8BV45	4	17	17	4	17	4	6	17	100.0	Confident
256	A8B433	Farnesyl diphosphate synthase (A8B433_GIAIC)	GL50803_6633		46.201689865316744	69.78	5.65	57.642372089434815					Single Protein		A8B433	3	9	9	3	9	3	3	9	100.0	Confident
257	A8BE66	Radial spokehead-like protein (A8BE66_GIAIC)	GL50803_16720		95.98769277419741	75.6	1.43	14.642775927693663					Single Protein		A8BE66	1	8	8	1	8	1	2	8	100.0	Doubtful
259	A8BV75	PlsC domain-containing protein (A8BV75_GIAIC)	GL50803_7126		48.61983287583612	67.22	2.83	31.35419887010305	Oxidation of M(M330)	Oxidation of M(1)			Single Protein		A8BV75	1	1	1	1	1	1	1	1	100.0	Doubtful
260	A8B3S4	BRO1 domain-containing protein (A8B3S4_GIAIC)	GL50803_103709		94.68734015307783	73.0	7.08	35.5010213717648					Single Protein		A8B3S4	5	13	13	5	13	5	6	15	100.0	Confident
265	A8B3U7	Nucleotide-binding protein 1 (A8B3U7_GIAIC)	GL50803_14604		45.15145653054086	56.07	5.83	62.31607793452413					Single Protein		A8B3U7	3	5	5	3	5	3	3	6	100.0	Confident
266	A8B467	Uncharacterized protein (A8B467_GIAIC)	GL50803_6464		141.47966561208537	83.27	1.67	14.763737989705048					Single Protein		A8B467	2	10	10	2	10	2	3	10	100.0	Confident
269	A8B470	Uncharacterized protein (A8B470_GIAIC)	GL50803_14213		32.95959853978007	92.0	3.0	37.72955264035734					Single Protein		A8B470	1	4	4	1	4	1	1	4	100.0	Doubtful
270	A8BDZ8	FYVE-type domain-containing protein (A8BDZ8_GIAIC)	GL50803_16653		103.05033537210511	39.8	1.01	41.61347717686471					Single Protein		A8BDZ8	1	8	8	1	8	1	3	11	100.0	Doubtful
275	D3KHN3	Uncharacterized protein (D3KHN3_GIAIC)	GL50803_14972		120.18870710929345	56.89	0.74	14.219680643350754					Single Protein		D3KHN3	1	8	8	1	8	1	2	9	100.0	Doubtful
276	A0A644EXP1	Cell motility MEMO family protein (A0A644EXP1_GIAIC)	GL50803_00112932		31.42850462313832	69.82	3.51	79.4306371375944	Oxidation of M(M194)	Oxidation of M(1)			Related Proteins	A8BWT5	A0A644EXP1, A8BWT5	1	5	5	1	5	1	3	6	97.2972972972973	Doubtful
277	D3KHL8	SWIRM domain-containing protein (D3KHL8_GIAIC)	GL50803_8125		104.43439563233571	72.43	0.97	14.873673839825495					Single Protein		D3KHL8	1	8	8	1	8	1	2	8	100.0	Doubtful
278	A8B3A0	Ankyrin repeat protein 1 (A8B3A0_GIAIC)	GL50803_24842		201.34623454663844	63.16	1.03	11.371934821273141					Single Protein		A8B3A0	2	22	22	2	22	2	3	22	100.0	Confident
279	A8B3E2	AAA domain-containing protein (A8B3E2_GIAIC)	GL50803_24636		34.73298523143913	66.67	3.12	35.26126414986667	Oxidation of M(M274)	Oxidation of M(1)			Single Protein		A8B3E2	1	6	6	1	6	1	2	6	97.2972972972973	Doubtful
280	A8BUI2	Uncharacterized protein (A8BUI2_GIAIC)	GL50803_4266		121.22449783156928	69.89	5.43	39.70471084482049	Oxidation of M(M822)	Oxidation of M(1)			Single Protein		A8BUI2	5	12	12	5	12	5	7	15	100.0	Confident
281	D3KI75	Uncharacterized protein (D3KI75_GIAIC)	GL50803_87577		33.289925832687885	66.23	8.28	63.11635200059778					Single Protein		D3KI75	2	7	7	2	7	2	2	7	100.0	Confident
282	D3KI74	Uncharacterized protein (D3KI74_GIAIC)	GL50803_14758		110.67821824595707	46.26	1.55	18.92786921757057					Single Protein		D3KI74	1	3	3	1	3	1	2	3	94.5945945945946	Doubtful
283	A8BUK9	Dynein heavy chain, putative (A8BUK9_GIAIC)	GL50803_100906		622.6038393202457	63.6	0.0	0.0					Single Protein		A8BUK9	0	22	22	0	22	0	1	25	89.1891891891892	Doubtful
287	A8BUN4	Kinesin-like protein (A8BUN4_GIAIC)	GL50803_13825		107.8690118386318	67.31	0.92	13.719837323766304					Single Protein		A8BUN4	1	11	11	1	11	1	2	11	100.0	Doubtful
289	A8BND8	Tyrosine--tRNA ligase (A8BND8_GIAIC)	GL50803_16612		43.4578631449451	74.68	2.33	29.24771522508321					Single Protein		A8BND8	1	4	4	1	4	1	2	4	100.0	Doubtful
291	A8BNI9	AB hydrolase-1 domain-containing protein (A8BNI9_GIAIC)	GL50803_9503		34.81795227836714	73.62	3.91	41.461046857535536					Single Protein		A8BNI9	1	1	1	1	1	1	1	1	100.0	Doubtful
292	A8BNI1	M16C_associated domain-containing protein (A8BNI1_GIAIC)	GL50803_9508		131.35548381955078	69.45	4.44	27.553031512414474					Single Protein		A8BNI1	5	9	9	5	9	5	6	24	100.0	Confident
293	A8BNJ4	AB hydrolase-1 domain-containing protein (A8BNJ4_GIAIC)	GL50803_24372		39.58770532746127	63.74	3.12	44.916134095663494					Single Protein		A8BNJ4	1	4	4	1	4	1	1	6	100.0	Doubtful
294	A0A644F649	Intraflagellar transport protein IFT88 (A0A644F649_GIAIC)	GL50803_0016660		93.24793788291441	72.56	1.08	7.127749239362218					Related Proteins	A8BQ09	A0A644F649, A8BQ09	1	4	0	0	4	1	1	4	100.0	Doubtful
295	A8BMP5	Uncharacterized protein (A8BMP5_GIAIC)	GL50803_33685		115.82813870196115	64.28	1.12	13.410978426667302					Single Protein		A8BMP5	1	8	8	1	8	1	3	9	100.0	Doubtful
296	A8BMP0	Asparaginase (A8BMP0_GIAIC)	GL50803_7865		44.05815548246039	36.5	3.5	50.98588194642883					Single Protein		A8BMP0	1	3	3	1	3	1	1	3	100.0	Doubtful
297	A8BN51	26S proteasome non-ATPase regulatory subunit 2 (A8BN51_GIAIC)	GL50803_33166		135.80354608444955	50.97	0.73	12.465711224787668	Oxidation of M(M635)	Oxidation of M(1)			Single Protein		A8BN51	1	8	8	1	8	1	1	8	89.1891891891892	Doubtful
298	A8BN67	Protein kinase domain-containing protein (A8BN67_GIAIC)	GL50803_4977		44.90796259244011	81.56	2.08	29.399651408070657					Single Protein		A8BN67	1	4	4	1	4	1	1	4	100.0	Doubtful
305	A8BNS7	Ankyrin repeat protein 1 (A8BNS7_GIAIC)	GL50803_17053		113.87900259297292	74.62	1.15	13.130934793627844					Single Protein		A8BNS7	1	13	13	1	13	1	1	13	100.0	Doubtful
306	A8BNT5	Ribosomal_L6 domain-containing protein (A8BNT5_GIAIC)	GL50803_17056		20.841884010225076	87.03	7.03	183.54917500714382					Single Protein		A8BNT5	1	2	2	1	2	1	3	4	100.0	Doubtful
307	A0A644F4Y3	Pept_C1 domain-containing protein (A0A644F4Y3_GIAIC)	GL50803_0016160		31.939237396105536	48.99	4.73	12.520869239056639					Related Proteins	A8BTG7, A8BVM3, A8BX07	A0A644F4Y3, A8BTG7, A8BVM3, A8BX07	1	1	0	0	1	1	1	1	100.0	Doubtful
310	A8BPI7	Endonuclease III homolog (A8BPI7_GIAIC)	NTH1		36.1624313525729	84.83	3.72	35.04292814893871					Single Protein		A8BPI7	1	4	4	1	4	1	1	4	100.0	Doubtful
311	A0A644F872	Uncharacterized protein (A0A644F872_GIAIC)	GL50803_0060183		122.95749115251476	40.05	0.9	16.743884307850887	Oxidation of M(M971)	Oxidation of M(1)			Single Protein		A0A644F872	1	4	4	1	4	1	2	4	100.0	Doubtful
312	A8BQ17	PCI domain-containing protein (A8BQ17_GIAIC)	GL50803_16659		46.12802672204229	69.08	9.42	66.72428923535864					Single Protein		A8BQ17	3	6	6	3	6	3	3	7	100.0	Confident
314	A8BPQ4	Leucine carboxyl methyltransferase 1 (A8BPQ4_GIAIC)	GL50803_10516		41.42569750382651	60.16	2.75	45.825367579381385					Single Protein		A8BPQ4	1	4	4	1	4	1	1	6	91.89189189189189	Doubtful
315	A8BQ40	EF-hand domain-containing protein (A8BQ40_GIAIC)	GL50803_9894		101.11256545360706	68.39	0.0	0.0					Single Protein		A8BQ40	0	11	11	0	11	0	1	12	91.89189189189189	Doubtful
316	A8BPT7	ANK_REP_REGION domain-containing protein (A8BPT7_GIAIC)	GL50803_4383		83.88551497024669	53.63	6.5	42.25980358462963					Single Protein		A8BPT7	4	14	14	4	14	4	5	16	100.0	Doubtful
317	A8BPT2	ANK_REP_REGION domain-containing protein (A8BPT2_GIAIC)	GL50803_17551		118.64039991049181	79.7	3.17	16.84355028587381	Oxidation of M(M41)	Oxidation of M(1)			Single Protein		A8BPT2	2	16	16	2	16	2	3	22	100.0	Doubtful
318	A8BPT0	ANK_REP_REGION domain-containing protein (A8BPT0_GIAIC)	GL50803_14254		87.48283087433735	71.14	1.37	15.808471776686037					Single Protein		A8BPT0	1	2	2	1	2	1	1	3	100.0	Doubtful
320	A8BP53	Protein kinase domain-containing protein (A8BP53_GIAIC)	GL50803_10609		46.951023917419846	52.25	5.67	48.788214621151724					Single Protein		A8BP53	2	10	10	2	10	2	3	10	100.0	Confident
324	A8BPD9	Uncharacterized protein (A8BPD9_GIAIC)	GL50803_10882		33.09573537433154	61.13	13.95	98.81549501045968	Oxidation of M(M121)	Oxidation of M(1)			Single Protein		A8BPD9	3	5	5	3	5	3	4	5	100.0	Confident
325	A8BPD3	PROTEASOME_ALPHA_1 domain-containing protein (A8BPD3_GIAIC)	GL50803_16924		27.317898137516064	68.42	3.24	52.64588740514978					Single Protein		A8BPD3	1	4	4	1	4	1	2	4	89.1891891891892	Doubtful
326	A8BPE1	TPR_REGION domain-containing protein (A8BPE1_GIAIC)	GL50803_10883		40.56261327309239	60.55	3.01	35.59391758524278					Single Protein		A8BPE1	1	3	3	1	3	1	1	3	100.0	Doubtful
328	A8BQI1	Phosphatidylinositol transfer protein alpha isoform (A8BQI1_GIAIC)	GL50803_4197		39.29092477701348	93.04	15.65	101.15894548501606	Oxidation of M(M299)	Oxidation of M(1)			Single Protein		A8BQI1	4	12	12	4	12	4	6	13	100.0	Confident
329	A8BQL3	Uncharacterized protein (A8BQL3_GIAIC)	GL50803_101918		36.87844112284083	72.73	3.45	44.21431950041875					Single Protein		A8BQL3	1	5	5	1	5	1	1	5	89.1891891891892	Doubtful
330	A8BQL1	AMPKBI domain-containing protein (A8BQL1_GIAIC)	GL50803_101919		27.76590073115656	62.86	6.12	55.21397947369366					Single Protein		A8BQL1	1	6	6	1	6	1	1	7	94.5945945945946	Doubtful
331	A8BR06	Myotubularin phosphatase domain-containing protein (A8BR06_GIAIC)	GL50803_13875		114.21947173800616	52.88	1.07	31.267585061069614					Single Protein		A8BR06	1	4	4	1	4	1	2	6	91.89189189189189	Doubtful
332	A8BR17	D123 family protein (A8BR17_GIAIC)	GL50803_7593		34.489894648894314	61.72	3.3	46.38879422994755	Oxidation of M(M20)	Oxidation of M(1)			Single Protein		A8BR17	1	4	4	1	4	1	1	4	100.0	Doubtful
333	A8BQQ3	ANK_REP_REGION domain-containing protein (A8BQQ3_GIAIC)	GL50803_8174		93.88517667091746	94.72	3.12	20.357672287962593	Oxidation of M(M290)	Oxidation of M(1)			Single Protein		A8BQQ3	2	7	7	2	7	2	2	9	100.0	Confident
334	A8BQS0	ATP-dependent RNA helicase (A8BQS0_GIAIC)	GL50803_90950		100.14625072835604	81.33	1.56	13.025162016233834	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A8BQS0	1	7	7	1	7	1	2	7	100.0	Doubtful
335	A8BA49	Uncharacterized protein (A8BA49_GIAIC)	GL50803_16507		98.57578407419392	58.63	1.03	19.249771755284353					Single Protein		A8BA49	1	6	6	1	6	1	1	6	100.0	Doubtful
336	A8BQT7	ABC transporter domain-containing protein (A8BQT7_GIAIC)	GL50803_16575		120.25791602293586	55.02	1.01	15.152430779259975					Single Protein		A8BQT7	1	7	7	1	7	1	1	7	100.0	Doubtful
338	A8BR51	Uncharacterized protein (A8BR51_GIAIC)	GL50803_94762		122.50577691196388	60.07	0.9	13.379273985942318					Single Protein		A8BR51	1	8	8	1	8	1	2	8	100.0	Doubtful
340	A8BA54	Uncharacterized protein (A8BA54_GIAIC)	GL50803_16504		97.2837347144298	64.11	2.14	36.55964403135401					Single Protein		A8BA54	2	12	12	2	12	2	4	14	100.0	Confident
342	A8BQU3	WD_REPEATS_REGION domain-containing protein (A8BQU3_GIAIC)	GL50803_15054		166.05944008954302	68.23	0.86	17.881304568889735					Single Protein		A8BQU3	1	13	13	1	13	1	3	15	100.0	Doubtful
343	A8BQV2	HTH La-type RNA-binding domain-containing protein (A8BQV2_GIAIC)	GL50803_9803		39.15145244761964	100.0	6.32	48.788214621151724	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A8BQV2	2	6	6	2	6	2	2	6	100.0	Doubtful
344	A8BR71	WD_REPEATS_REGION domain-containing protein (A8BR71_GIAIC)	GL50803_2562		109.71381284573755	33.01	4.0	42.436102151731156	Oxidation of M(M375, M384)	Oxidation of M(2)			Single Protein		A8BR71	3	10	10	3	10	3	3	12	100.0	Confident
347	A8BPW2	Protein kinase domain-containing protein (A8BPW2_GIAIC)	GL50803_12223		69.60562276367465	51.4	5.92	98.12887894785085					Single Protein		A8BPW2	4	11	11	4	11	4	8	16	100.0	Confident
355	A8B9B7	Alpha-SNAP, putative (A8B9B7_GIAIC)	GL50803_17224		33.24826331512711	78.52	4.03	43.534099200412314					Single Protein		A8B9B7	1	3	3	1	3	1	1	3	100.0	Doubtful
356	A8B9C5	IFT complex B (A8B9C5_GIAIC)	GL50803_17223		115.04779949637054	45.41	1.3	15.74251153283338	Oxidation of M(M754)	Oxidation of M(1)			Single Protein		A8B9C5	1	6	6	1	6	1	3	7	100.0	Doubtful
357	A8B767	26S proteasome regulatory subunit, putative (A8B767_GIAIC)	GL50803_91643		147.53785362849192	50.45	2.82	26.976258051537542					Related Proteins	A0A644EZH6	A0A644EZH6, A8B767	4	18	18	4	18	4	8	19	100.0	Confident
358	A8B8H3	eIF3g domain-containing protein (A8B8H3_GIAIC)	GL50803_13269		39.513838197931655	64.86	2.86	45.45729233777992	Oxidation of M(M46)	Oxidation of M(1)			Single Protein		A8B8H3	1	5	5	1	5	1	1	5	100.0	Doubtful
361	A8BIJ2	S1 motif domain-containing protein (A8BIJ2_GIAIC)	GL50803_13943		38.07964867065831	84.13	3.89	33.88881973684791					Single Protein		A8BIJ2	1	4	4	1	4	1	1	5	89.1891891891892	Doubtful
363	A8B8J3	Protein kinase domain-containing protein (A8B8J3_GIAIC)	GL50803_15397		38.12269975018989	67.06	8.24	81.69785020549817	Oxidation of M(M316)	Oxidation of M(1)			Single Protein		A8B8J3	3	6	6	3	6	3	4	6	100.0	Confident
365	A8BIN6	Uncharacterized protein (A8BIN6_GIAIC)	GL50803_5823		29.122974520051653	70.61	3.82	43.201777832470235	Oxidation of M(M158)	Oxidation of M(1)			Single Protein		A8BIN6	1	5	5	1	5	1	1	5	100.0	Doubtful
367	A8BJ08	Ubiquitin-like domain-containing protein (A8BJ08_GIAIC)	GL50803_7110		9.284912242162807	100.0	48.78	713.1805682018766					Single Protein		A8BJ08	4	6	4	3	6	4	11	31	100.0	Confident
368	A8B918	Ankyrin repeat protein 1 (A8B918_GIAIC)	GL50803_14434		49.65082611445743	69.47	11.95	66.07228421318615	Oxidation of M(M328, M339)	Oxidation of M(2)			Single Protein		A8B918	4	7	6	4	7	4	5	9	100.0	Confident
369	A8B8R9	T-complex protein 1 subunit gamma (A8B8R9_GIAIC)	GL50803_17411		61.52012471106137	84.93	3.72	21.276063518998498	Oxidation of M(M1, M19)	Oxidation of M(2)			Single Protein		A8B8R9	1	9	9	1	9	1	2	9	94.5945945945946	Doubtful
371	A8BIU1	Proliferating cell nuclear antigen (A8BIU1_GIAIC)	GL50803_6564		33.183465087469614	84.95	4.68	37.85573843514114					Single Protein		A8BIU1	1	3	3	1	3	1	1	3	100.0	Doubtful
372	A8BJ72	RING-type domain-containing protein (A8BJ72_GIAIC)	GL50803_17109		121.15082632590496	57.63	1.84	21.711379396625066					Single Protein		A8BJ72	2	9	9	2	9	2	3	9	100.0	Confident
377	A8BKH3	Uncharacterized protein (A8BKH3_GIAIC)	GL50803_17340		53.18377954533778	53.65	3.97	33.38898463748437					Single Protein		A8BKH3	1	2	2	1	2	1	1	2	100.0	Doubtful
378	A8BBC9	Cytosolic Fe-S cluster assembly factor NUBP1 homolog (A8BBC9_GIAIC)	GL50803_10969		36.738371252231246	67.55	3.83	59.15783515038607					Unrelated Proteins	A0A644F066	A0A644F066, A8BBC9	2	4	4	2	4	2	2	4	100.0	Confident
382	A8BJN3	eIF-2B GDP-GTP exchange factor subunit alpha (A8BJN3_GIAIC)	GL50803_91911		36.712044134306915	70.48	3.31	38.630941269990444					Single Protein		A8BJN3	1	4	4	1	4	1	1	5	100.0	Doubtful
385	A8BJP4	Uncharacterized protein (A8BJP4_GIAIC)	GL50803_16998		69.11056513230987	84.38	2.8	18.616555579123688	Oxidation of M(M163)	Oxidation of M(1)			Single Protein		A8BJP4	1	6	6	1	6	1	1	8	100.0	Doubtful
388	A8BK61	Nop domain-containing protein (A8BK61_GIAIC)	GL50803_10577		55.352834607607306	83.94	2.61	72.7121999492968					Single Protein		A8BK61	1	12	12	1	12	1	3	16	100.0	Doubtful
389	A8BK58	Glucose regulated protein 94 / Heat shock protein 90 (A8BK58_GIAIC)	GL50803_15247		99.75943066230364	70.35	3.65	25.874381486529348	Oxidation of M(M568)	Oxidation of M(1)			Single Protein		A8BK58	3	7	7	3	7	3	4	7	100.0	Confident
390	A8B9T4	WD_REPEATS_REGION domain-containing protein (A8B9T4_GIAIC)	GL50803_137698		31.44388546729652	35.71	5.44	53.899360914796205	Oxidation of M(M15)	Oxidation of M(1)			Single Protein		A8B9T4	1	4	4	1	4	1	2	4	91.89189189189189	Doubtful
