	Main Accession	Description	Gene Name	Chromosome	MW [kDa]	Possible Coverage [%]	Coverage [%]	Spectrum Counting	Confidently Localized Modification Sites	# Confidently Localized Modification Sites	Ambiguously Localized Modification Sites	#Ambiguously Localized Modification Sites	Protein Inference	Secondary Accessions	Protein Group	#Validated Peptides	#Peptides	#Unique	#Validated Unique	#Unique to Group	#Validated Unique to Group	#Validated PSMs	#PSMs	Confidence [%]	Validation
158	A8BHX8	ANK_REP_REGION domain-containing protein (A8BHX8_GIAIC)	GL50803_5881		128.96763523559764	53.01	1.02	18.54242466673648					Single Protein		A8BHX8	1	8	8	1	8	1	2	10	100.0	Doubtful
159	A8BHX1	Uncharacterized protein (A8BHX1_GIAIC)	GL50803_28699		26.72213766345884	66.52	4.72	31.275420146040496					Single Protein		A8BHX1	1	7	7	1	7	1	1	9	100.0	Doubtful
160	A8B7V7	Ankyrin repeat protein 1 (A8B7V7_GIAIC)	GL50803_137703		56.55047497385674	95.32	9.75	32.20418423670428	Oxidation of M(M158)	Oxidation of M(1)			Single Protein		A8B7V7	6	12	9	3	9	3	6	14	100.0	Confident
162	A0A644EYK1	Ankyrin repeat protein 2 (A0A644EYK1_GIAIC)	GL50803_0061472		27.72610840566527	73.81	4.37	6.8424158629365595					Related and Unrelated Proteins	A0A644EYS0, A0A644FAA0, A8B4P0, A8B9W1, A8BFA2, A8BNV2	A0A644EYK1, A0A644EYS0, A0A644FAA0, A8B4P0, A8B9W1, A8BFA2, A8BNV2	1	3	0	0	3	1	1	4	100.0	Doubtful
163	A8BHY1	ANK_REP_REGION domain-containing protein (A8BHY1_GIAIC)	GL50803_93011		114.2742756519687	72.17	3.17	13.169589567519461					Single Protein		A8BHY1	2	17	17	2	17	2	3	17	100.0	Confident
164	A8B7Z1	Protein kinase domain-containing protein (A8B7Z1_GIAIC)	GL50803_10893		35.7900447002848	66.36	13.71	46.22774038887069					Single Protein		A8B7Z1	3	7	7	3	7	3	3	7	100.0	Confident
166	A8BIB3	Kinase, NEK (A8BIB3_GIAIC)	GL50803_16460		134.04625908418905	76.89	3.08	12.958115395134461					Single Protein		A8BIB3	3	21	21	3	21	3	3	24	100.0	Confident
167	A8BZE2	ANK_REP_REGION domain-containing protein (A8BZE2_GIAIC)	GL50803_17046		74.53178273484143	66.47	1.91	13.595471817215364					Single Protein		A8BZE2	1	6	6	1	6	1	2	6	100.0	Doubtful
168	A0A644F065	Ankyrin repeat protein 1 (A0A644F065_GIAIC)	GL50803_0014679		47.24044009957375	100.0	12.5	26.70838830758512	Oxidation of M(M20, M24, M232, M325)	Oxidation of M(4)			Unrelated Proteins	A8BH40	A0A644F065, A8BH40	4	12	10	3	10	3	5	18	100.0	Confident
169	A8BIF0	5' nucleotidase family protein (A8BIF0_GIAIC)	GL50803_92645		66.77311170054027	50.58	4.66	22.445091049365814	Oxidation of M(M317)	Oxidation of M(1)			Single Protein		A8BIF0	2	11	11	2	11	2	3	12	100.0	Confident
170	A8BZI8	Protein kinase domain-containing protein (A8BZI8_GIAIC)	GL50803_9658		34.57452360841594	72.28	8.58	67.72465514895386					Single Protein		A8BZI8	2	6	6	2	6	2	3	7	100.0	Confident
171	A8B8F4	Protein transport protein SEC23 (A8B8F4_GIAIC)	GL50803_9376		95.14752162236871	59.12	7.55	40.62176174655927					Single Protein		A8B8F4	5	11	11	5	11	5	6	14	100.0	Confident
172	A8BHG1	V-ATPase_H_C domain-containing protein (A8BHG1_GIAIC)	GL50803_14961		59.37650881727628	68.49	9.06	48.14128303566079					Single Protein		A8BHG1	5	8	8	5	8	5	6	9	100.0	Confident
174	A8BYL9	Deoxyribonuclease, TatD family (A8BYL9_GIAIC)	GL50803_95789		37.847256077854375	74.41	5.59	43.65953258948899					Single Protein		A8BYL9	3	6	6	3	6	3	3	6	100.0	Confident
176	A0A644F9P4	WD40 repeat protein (A0A644F9P4_GIAIC)	GL50803_0017068		36.996375131879056	70.69	12.39	57.09323492471638	Oxidation of M(M195)	Oxidation of M(1)			Unrelated Proteins	A8B880	A0A644F9P4, A8B880	3	7	7	3	7	3	4	7	100.0	Confident
177	A8B7M0	Alpha-3 giardin (A8B7M0_GIAIC)	GL50803_11683		33.29892900205321	90.54	14.86	63.59863730710881					Single Protein		A8B7M0	4	10	10	4	10	4	6	12	100.0	Confident
180	A8BHP0	DUF667 domain-containing protein (A8BHP0_GIAIC)	GL50803_7328		68.19896333641728	70.08	2.08	14.811327020380967					Single Protein		A8BHP0	1	5	5	1	5	1	1	6	100.0	Doubtful
182	A8B7N5	Coiled-coil protein (A8B7N5_GIAIC)	GL50803_15364		158.02637596250736	59.46	1.86	10.974657972932883					Single Protein		A8B7N5	2	9	9	2	9	2	2	9	81.4814814814815	Doubtful
185	A8BI14	Alpha-4 giardin (A8BI14_GIAIC)	GL50803_7799		33.591833059788485	81.08	4.39	27.498765637839377					Single Protein		A8BI14	1	2	2	1	2	1	2	2	100.0	Doubtful
187	A8B827	DNA-directed RNA polymerase subunit beta (A8B827_GIAIC)	GL50803_29436		137.92005987116585	63.72	2.75	13.989337143857204					Single Protein		A8B827	3	15	15	3	15	3	4	25	100.0	Confident
188	A8BYT7	Uncharacterized protein (A8BYT7_GIAIC)	GL50803_137753		163.1102830222411	78.94	1.72	9.326586468465146					Single Protein		A8BYT7	2	21	21	2	21	2	2	39	100.0	Confident
190	A8BZ69	Uncharacterized protein (A8BZ69_GIAIC)	GL50803_114498		182.33706986912443	58.16	4.73	15.259464607151465					Single Protein		A8BZ69	6	16	16	6	16	6	6	16	100.0	Confident
192	A8BHU2	Uncharacterized protein (A8BHU2_GIAIC)	GL50803_16902		109.22949385888762	67.4	5.43	19.58917444631031					Single Protein		A8BHU2	4	18	18	4	18	4	5	19	100.0	Confident
194	A8BZ74	Yip1 domain-containing protein (A8BZ74_GIAIC)	GL50803_12945		33.244253997430526	36.79	16.05	70.68686228774406					Single Protein		A8BZ74	3	7	7	3	7	3	3	8	100.0	Confident
196	A8B852	Pyruvate-flavodoxin oxidoreductase (A8B852_GIAIC)	GL50803_17063		131.71844001829652	61.63	12.09	28.666759487375128	Oxidation of M(M215)	Oxidation of M(1)			Single Protein		A8B852	16	34	34	16	34	16	20	42	100.0	Confident
197	A8BZ84	Ornithine cyclodeaminase (A8BZ84_GIAIC)	GL50803_2452		33.94940158074527	82.78	4.23	24.371815699088412					Single Protein		A8BZ84	1	5	5	1	5	1	2	6	100.0	Doubtful
199	A8BRJ7	Uncharacterized protein (A8BRJ7_GIAIC)	GL50803_12867		60.677400314329006	76.98	3.77	25.244247900787883	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A8BRJ7	2	6	6	2	6	2	3	6	100.0	Confident
200	A8BAK9	Protein phosphatase 2A B' regulatory subunit Wdb1 (A8BAK9_GIAIC)	GL50803_16443		93.14911812410244	74.79	7.06	34.8894147358974					Single Protein		A8BAK9	4	14	14	4	14	4	5	17	100.0	Confident
201	A8BAM2	Ubiquitin-like domain-containing protein (A8BAM2_GIAIC)	GL50803_115337		36.46831051877801	54.1	12.77	134.41695319507537					Single Protein		A8BAM2	5	8	8	5	8	5	6	12	100.0	Confident
202	A8BRP6	Uncharacterized protein (A8BRP6_GIAIC)	GL50803_7188		115.54828929788977	54.4	12.96	34.244735846451455	Oxidation of M(M658, M1084)	Oxidation of M(2)			Single Protein		A8BRP6	13	21	21	13	21	13	16	27	100.0	Confident
204	A8BRQ2	Glutamate synthase (A8BRQ2_GIAIC)	GL50803_7195		98.25843861994511	73.74	12.53	29.563475873926283					Single Protein		A8BRQ2	11	24	24	11	24	11	14	26	100.0	Confident
205	D3KGW3	ANK_REP_REGION domain-containing protein (D3KGW3_GIAIC)	GL50803_16471		87.27796499552018	79.21	1.27	9.69038948673861					Single Protein		D3KGW3	1	10	10	1	10	1	1	10	100.0	Doubtful
206	D3KHH9	Uncharacterized protein (D3KHH9_GIAIC)	GL50803_23897		92.58299326763849	59.24	1.91	25.569027698341877					Single Protein		D3KHH9	1	5	5	1	5	1	2	6	100.0	Doubtful
207	A8BB37	Kinase, AGC NDR (A8BB37_GIAIC)	GL50803_8587		55.02666219505214	68.67	10.37	37.0283175509524					Single Protein		A8BB37	4	10	10	4	10	4	4	12	100.0	Confident
208	A8BAR6	Adaptin_N domain-containing protein (A8BAR6_GIAIC)	GL50803_17304		86.97960873461508	55.3	40.61	505.4115895944761	Oxidation of M(M4, M76, M186, M191, M360, M363, M385, M465, M637, M640, M667)	Oxidation of M(11)			Single Protein		A8BAR6	67	93	93	67	93	67	254	412	100.0	Confident
209	A8BAR3	ABC transporter domain-containing protein (A8BAR3_GIAIC)	GL50803_92223		105.50441880014583	53.77	7.23	50.09432789596378					Single Protein		A8BAR3	9	15	13	8	13	8	14	28	100.0	Confident
210	A8BAT6	Cation-transporting ATPase 2, putative (A8BAT6_GIAIC)	GL50803_92246		151.84109233216353	68.37	0.88	19.31229565554974	Oxidation of M(M349)	Oxidation of M(1)			Single Protein		A8BAT6	2	14	14	2	14	2	4	16	100.0	Confident
211	D3KHE0	Uncharacterized protein (D3KHE0_GIAIC)	GL50803_3420		48.9690959860813	68.34	2.28	22.491274364282205					Single Protein		D3KHE0	1	3	3	1	3	1	1	3	100.0	Doubtful
213	A8BS64	ANK_REP_REGION domain-containing protein (A8BS64_GIAIC)	GL50803_88735		71.07575625211844	67.74	3.98	20.74147882550503					Single Protein		A8BS64	2	4	4	2	4	2	2	4	81.4814814814815	Doubtful
214	A8BAU7	CCT-theta (A8BAU7_GIAIC)	GL50803_13500		60.60775415772517	74.6	13.32	68.24715153785426					Single Protein		A8BAU7	7	20	20	7	20	7	11	28	100.0	Confident
215	A8BAU3	Protein kinase domain-containing protein (A8BAU3_GIAIC)	GL50803_113456		233.89263612591384	63.12	2.83	17.259512311765484	Oxidation of M(M1047)	Oxidation of M(1)			Single Protein		A8BAU3	5	15	15	5	15	5	8	18	100.0	Confident
216	A8BRV7	Protein kinase domain-containing protein (A8BRV7_GIAIC)	GL50803_13921		43.08062494620174	76.17	6.74	33.73691154642331					Single Protein		A8BRV7	2	6	6	2	6	2	2	7	100.0	Confident
219	A8BS83	S1 motif domain-containing protein (A8BS83_GIAIC)	GL50803_14702		204.0457886326811	66.07	2.77	9.896747194191972					Single Protein		A8BS83	4	16	16	4	16	4	5	17	100.0	Confident
220	A8BRW1	Uncharacterized protein (A8BRW1_GIAIC)	GL50803_13922		113.80182085722717	56.85	9.29	26.112739883040817	Oxidation of M(M680)	Oxidation of M(1)			Single Protein		A8BRW1	12	20	20	12	20	12	15	23	100.0	Confident
221	A0A644F408	Protein kinase domain-containing protein (A0A644F408_GIAIC)	GL50803_0015035		56.296653374183755	61.81	5.12	10.577351365989276	Oxidation of M(M356)	Oxidation of M(1)			Unrelated Proteins	A8BFY0	A0A644F408, A8BFY0	2	5	0	0	4	1	2	5	100.0	Confident
223	A8BB83	Ankyrin repeat protein 1 (A8BB83_GIAIC)	GL50803_3147		64.52715316772405	64.19	3.89	31.82171569444295					Single Protein		A8BB83	2	7	7	2	7	2	3	8	100.0	Confident
224	A8BRX1	AstB/chuR-related protein (A8BRX1_GIAIC)	GL50803_16519		42.19735737234661	68.9	2.41	21.62365843925055					Single Protein		A8BRX1	1	4	4	1	4	1	1	6	100.0	Doubtful
225	A0A644EY49	Uncharacterized protein (A0A644EY49_GIAIC)	GL50803_007035		56.41055919745407	61.13	3.13	17.18672852364961					Single Protein		A0A644EY49	1	7	7	1	7	1	1	8	100.0	Doubtful
227	A8BA81	Uncharacterized protein (A8BA81_GIAIC)	GL50803_40067		54.92699243115397	66.74	31.42	92.9520235277158	Oxidation of M(M1, M18, M233, M244, M248, M477)	Oxidation of M(6)			Single Protein		A8BA81	30	44	44	30	44	30	37	56	100.0	Confident
230	A8BQY8	Putative Flagellar C1a complex subunit C1a-32 (A8BQY8_GIAIC)	GL50803_13262		37.31896164308331	73.65	4.19	36.92824101703092					Single Protein		A8BQY8	2	5	5	2	5	2	3	5	100.0	Confident
231	A0A644EY11	Ankyrin repeat protein 3 (A0A644EY11_GIAIC)	GL50803_0061564		205.14148800148797	87.77	17.25	15.786870322872792	Oxidation of M(M118, M187, M821)	Oxidation of M(3)			Single Protein		A0A644EY11	21	49	49	21	49	21	28	61	100.0	Confident
232	D3KGH9	Uncharacterized protein (D3KGH9_GIAIC)	GL50803_34701		222.8374002704877	61.71	1.71	9.508766528386925					Single Protein		D3KGH9	3	13	13	3	13	3	3	13	100.0	Confident
233	A8BRB8	Chromodomain helicase-DNA-binding protein, putative (A8BRB8_GIAIC)	GL50803_112978		300.31338709285967	63.21	0.87	6.370918918637877	Oxidation of M(M1843)	Oxidation of M(1)			Single Protein		A8BRB8	3	13	13	3	13	3	3	14	100.0	Confident
234	A8BRB5	Kinase (A8BRB5_GIAIC)	GL50803_17378		232.55132626540933	56.04	0.72	9.928028465977432					Single Protein		A8BRB5	1	23	23	1	23	1	2	25	100.0	Doubtful
235	D3KGV4	Uncharacterized protein (D3KGV4_GIAIC)	GL50803_114242		227.16173071251194	57.63	1.62	9.271212333368238					Single Protein		D3KGV4	3	14	14	3	14	3	3	14	100.0	Confident
236	A8B6V7	Uncharacterized protein (A8B6V7_GIAIC)	GL50803_113130		55.04760064888926	58.57	2.59	3.8864922101479658					Related Proteins	A8B729, A8BSD5, A8BXL6, A8BZT5	A8B6V7, A8B729, A8BSD5, A8BXL6, A8BZT5	1	1	0	0	1	1	1	2	100.0	Doubtful
237	D3KH71	Uncharacterized protein (D3KH71_GIAIC)	GL50803_7966		63.85638895749572	72.7	2.61	29.14869157610974					Single Protein		D3KH71	1	5	5	1	5	1	2	6	100.0	Doubtful
238	D3KH63	Uncharacterized protein (D3KH63_GIAIC)	GL50803_28954		59.1451019861356	64.91	4.0	25.01317927011705					Single Protein		D3KH63	2	7	7	2	7	2	2	8	100.0	Confident
240	D3KGT4	Uncharacterized protein (D3KGT4_GIAIC)	GL50803_87112		187.4805383485445	63.51	0.78	5.4997531275678755					Single Protein		D3KGT4	1	8	8	1	8	1	1	8	100.0	Doubtful
241	A8BAD0	Uncharacterized protein (A8BAD0_GIAIC)	GL50803_17255		73.6669434103302	48.49	4.07	31.230740974403297					Single Protein		A8BAD0	2	10	10	2	10	2	3	10	100.0	Confident
242	A0A644F9R7	Putative Dynein heavy chain (A0A644F9R7_GIAIC)	GL50803_0014242		632.9570283944902	71.34	0.43	2.367502564661285					Unrelated Proteins	A8BIU7	A0A644F9R7, A8BIU7	2	39	39	2	39	2	2	40	100.0	Confident
244	A8BAF3	Peptidylprolyl isomerase (A8BAF3_GIAIC)	GL50803_3643		37.56052376792046	84.32	11.83	39.526085717111336	Oxidation of M(M290)	Oxidation of M(1)			Single Protein		A8BAF3	3	6	6	3	6	3	3	6	100.0	Confident
245	A8BAF1	IFT complex A (A8BAF1_GIAIC)	GL50803_17251		212.2454016046936	65.79	3.68	12.502502514262755					Single Protein		A8BAF1	6	21	21	6	21	6	6	23	100.0	Confident
246	D3KH09	Uncharacterized protein (D3KH09_GIAIC)	GL50803_15454		53.14733957432491	73.13	2.5	15.18161019589049					Single Protein		D3KH09	1	4	4	1	4	1	1	4	100.0	Doubtful
248	A8BSL8	Kinase, NEK (A8BSL8_GIAIC)	GL50803_114535		115.93345746835946	85.71	6.95	27.075254584841186					Single Protein		A8BSL8	7	16	16	7	16	7	8	17	100.0	Confident
249	A8BBN0	Nop domain-containing protein (A8BBN0_GIAIC)	GL50803_5359		69.00883694655084	95.43	8.65	42.00328041146864	Oxidation of M(M467)	Oxidation of M(1)			Single Protein		A8BBN0	5	20	20	5	20	5	9	27	100.0	Confident
250	D3KFY5	Transporter, MFS superfamily protein (D3KFY5_GIAIC)	GL50803_102921		69.37322476064664	31.94	1.61	20.527247588809676					Single Protein		D3KFY5	1	4	4	1	4	1	1	7	100.0	Doubtful
252	A8BBP6	UBA_e1_C domain-containing protein (A8BBP6_GIAIC)	GL50803_10661		121.3449284220878	66.21	3.21	15.570882252195373					Single Protein		A8BBP6	3	11	11	3	11	3	3	15	100.0	Confident
253	A8BC13	PGM_PMM_I domain-containing protein (A8BC13_GIAIC)	GL50803_11448		59.027474711697664	71.16	2.47	48.25942313925454					Single Protein		A8BC13	2	6	6	2	6	2	4	8	100.0	Confident
254	A8BT37	WD_REPEATS_REGION domain-containing protein (A8BT37_GIAIC)	GL50803_6939		69.97577664740606	73.52	3.35	21.224775419497384					Single Protein		A8BT37	2	10	10	2	10	2	3	11	100.0	Confident
255	A8BBR0	Kinase, NEK (A8BBR0_GIAIC)	GL50803_9289		69.61840574562173	63.16	1.59	16.338952677191557					Single Protein		A8BBR0	1	7	7	1	7	1	1	7	100.0	Doubtful
256	A0A644F6T1	ANK_REP_REGION domain-containing protein (A0A644F6T1_GIAIC)	GL50803_0017552		44.44808786998806	73.33	2.47	19.48441950274715					Unrelated Proteins	A8BPT3	A0A644F6T1, A8BPT3	1	5	5	1	5	1	1	5	100.0	Doubtful
257	A8BSS7	ANK_REP_REGION domain-containing protein (A8BSS7_GIAIC)	GL50803_21505		95.18177514866848	94.03	27.55	30.82199740110957	Oxidation of M(M187, M525, M596)	Oxidation of M(3)			Single Protein		A8BSS7	22	46	42	18	42	18	24	54	100.0	Confident
258	A8BST9	PlsC domain-containing protein (A8BST9_GIAIC)	GL50803_15987		38.625200731540005	88.76	3.55	24.290576313424783					Single Protein		A8BST9	1	5	5	1	5	1	1	5	100.0	Doubtful
260	A8B247	ANK_REP_REGION domain-containing protein (A8B247_GIAIC)	GL50803_17608		61.932512480344016	88.5	2.09	13.646391187317294					Single Protein		A8B247	1	10	9	1	10	1	2	11	100.0	Doubtful
261	A8BBV7	Uncharacterized protein (A8BBV7_GIAIC)	GL50803_137712		707.2618643717658	68.24	0.73	3.033894923239506	Oxidation of M(M1817)	Oxidation of M(1)			Single Protein		A8BBV7	4	40	40	4	40	4	6	41	100.0	Confident
262	A8BC70	Sec24-like (A8BC70_GIAIC)	GL50803_17164		105.81138599064325	55.2	1.44	11.659476630443896					Single Protein		A8BC70	1	5	5	1	5	1	1	5	100.0	Doubtful
263	A8BT82	Uncharacterized protein (A8BT82_GIAIC)	GL50803_16963		305.15841248462374	55.75	0.62	9.711051298010974					Single Protein		A8BT82	2	14	14	2	14	2	3	15	100.0	Confident
265	A8B1U4	IFT complex B (A8B1U4_GIAIC)	GL50803_14713		41.40219607313334	65.37	7.24	35.48947838000374	Oxidation of M(M8)	Oxidation of M(1)			Single Protein		A8B1U4	2	8	8	2	8	2	2	9	100.0	Confident
266	A8BC94	Uncharacterized protein (A8BC94_GIAIC)	GL50803_17172		108.0618261831527	57.51	2.69	17.29550528645752					Single Protein		A8BC94	2	7	7	2	7	2	2	7	100.0	Confident
267	A8BC91	Ankyrin repeat protein 1 (A8BC91_GIAIC)	GL50803_7375		86.789166021798	64.74	3.4	18.500678452934185	Oxidation of M(M346)	Oxidation of M(1)			Single Protein		A8BC91	3	12	11	2	11	2	3	13	85.18518518518519	Doubtful
268	A8B1V5	Aspartate aminotransferase (A8B1V5_GIAIC)	GL50803_91056		47.589133059200854	69.56	8.2	31.28762756998508					Single Protein		A8B1V5	3	8	8	3	8	3	4	9	100.0	Confident
270	A8B299	MFS domain-containing protein (A8B299_GIAIC)	GL50803_11540		56.30149070389568	33.01	4.88	58.76752333893092					Single Protein		A8B299	2	4	4	2	4	2	3	6	100.0	Confident
271	A8B296	IFT81_CH domain-containing protein (A8B296_GIAIC)	GL50803_15428		75.5147658442578	84.08	8.78	24.760483295678533					Single Protein		A8B296	5	18	18	5	18	5	6	18	100.0	Confident
273	A8BAZ4	Uncharacterized protein (A8BAZ4_GIAIC)	GL50803_15289		49.530460065002	33.26	2.31	54.381887268861455					Single Protein		A8BAZ4	2	3	3	2	3	2	2	4	100.0	Confident
276	A8B8E9	Major facilitator superfamily transporter (A8B8E9_GIAIC)	GL50803_112063		72.47784155060408	49.24	6.1	35.906712911442234					Unrelated Proteins	A8BKI4	A8B8E9, A8BKI4	5	10	4	2	4	2	8	13	100.0	Confident
277	A0A644F1P3	Uncharacterized protein (A0A644F1P3_GIAIC)	GL50803_007350		172.93696489470642	66.03	0.79	9.15473981661738					Related Proteins	A8B926	A0A644F1P3, A8B926	1	11	0	0	11	1	3	17	100.0	Doubtful
278	A8BBC6	L-serine dehydratase (A8BBC6_GIAIC)	GL50803_24662		57.03066250991201	56.95	9.71	47.001889151363734					Single Protein		A8BBC6	4	13	13	4	13	4	5	15	100.0	Confident
279	A0A644EYB1	ANK_REP_REGION domain-containing protein (A0A644EYB1_GIAIC)	GL50803_0014800		42.331420442507905	55.75	6.14	74.35890708191259	Oxidation of M(M53)	Oxidation of M(1)			Related Proteins	A8BCG5	A0A644EYB1, A8BCG5	2	3	3	2	3	2	3	4	100.0	Confident
280	A8BSG2	Threonyl-tRNA synthetase (A8BSG2_GIAIC)	GL50803_13998		78.98189997858081	83.74	11.65	32.16237695453464					Single Protein		A8BSG2	7	13	13	7	13	7	8	15	100.0	Confident
281	D3KG16	Uncharacterized protein (D3KG16_GIAIC)	GL50803_16037		174.00340924105623	62.88	2.36	11.198505425300613					Single Protein		D3KG16	3	12	12	3	12	3	3	13	100.0	Confident
282	A8BSI3	SER_THR_PHOSPHATASE domain-containing protein (A8BSI3_GIAIC)	GL50803_7588		47.277179269786956	72.73	11.0	97.28783794782534					Single Protein		A8BSI3	4	9	9	4	9	4	9	14	100.0	Confident
283	A0A644F0V8	Putative Nucleotidyl transferase (A0A644F0V8_GIAIC)	GL50803_0017393		36.43230206777361	67.18	5.83	22.353291085973726					Unrelated Proteins	A8BM08	A0A644F0V8, A8BM08	1	1	1	1	1	1	1	1	100.0	Doubtful
284	A8BSJ8	Ankyrin repeat protein 1 (A8BSJ8_GIAIC)	GL50803_88245		134.36034989043333	78.71	2.53	10.168148224224327					Single Protein		A8BSJ8	2	19	19	2	19	2	3	21	100.0	Confident
285	A8BBJ1	FAD-dependent glycerol-3-phosphate dehydrogenase (A8BBJ1_GIAIC)	GL50803_16125		118.77832403970385	75.16	11.16	28.78517428124214					Single Protein		A8BBJ1	12	30	30	12	30	12	16	35	100.0	Confident
286	A8BBI7	Ubiquitin carboxyl-terminal hydrolase (A8BBI7_GIAIC)	GL50803_14460		92.99685458684401	60.07	13.68	34.02963950042935	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A8BBI7	13	21	21	13	21	13	14	31	100.0	Confident
287	A8BBI5	T-complex protein 1 subunit eta (A8BBI5_GIAIC)	GL50803_16124		64.71139757251473	91.76	17.14	38.00610544321571	Oxidation of M(M51, M577, M586)	Oxidation of M(3)			Single Protein		A8BBI5	12	25	25	12	25	12	12	25	100.0	Confident
288	A8BD05	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B (A8BD05_GIAIC)	GL50803_4079		52.51264597327776	68.64	8.9	34.97334285964301					Single Protein		A8BD05	3	4	4	3	4	3	3	4	85.18518518518519	Doubtful
289	A8BTP5	Ankyrin repeat protein 2 (A8BTP5_GIAIC)	GL50803_4843		61.52387385209305	55.44	3.39	46.47431692619538					Single Protein		A8BTP5	2	9	8	1	8	1	3	13	100.0	Confident
290	A8BTP1	C4 group specific protein (A8BTP1_GIAIC)	GL50803_13747		21.92182200172188	72.22	7.07	65.45364874874942	Oxidation of M(M1)	Oxidation of M(1)			Single Protein		A8BTP1	2	6	6	2	6	2	3	6	100.0	Confident
291	A8BCP4	Phospholipid-transporting ATPase IIB, putative (A8BCP4_GIAIC)	GL50803_101810		159.35482037374288	68.16	2.03	12.784513849170938					Single Protein		A8BCP4	2	11	10	2	11	2	3	13	88.88888888888889	Doubtful
292	A8B2N6	Uncharacterized protein (A8B2N6_GIAIC)	GL50803_15522		80.76939688761824	60.76	1.77	13.880329321957019					Single Protein		A8B2N6	1	4	4	1	4	1	1	4	100.0	Doubtful
297	A8BU38	Putative RNA binding protein (A8BU38_GIAIC)	GL50803_92031		116.32025386664195	83.12	2.24	7.582906237281411					Single Protein		A8BU38	2	11	11	2	11	2	1	15	85.18518518518519	Doubtful
300	A8B314	Aa_trans domain-containing protein (A8B314_GIAIC)	GL50803_7909		61.71063875701068	38.6	6.64	113.33598106635075					Single Protein		A8B314	5	9	9	5	9	5	13	17	100.0	Confident
301	A8BU43	Non-specific serine/threonine protein kinase (A8BU43_GIAIC)	GL50803_17566		71.16708681592114	82.27	4.2	18.03755666838474					Single Protein		A8BU43	2	4	4	2	4	2	2	4	81.4814814814815	Doubtful
303	A8BD42	Ankyrin repeat protein 2 (A8BD42_GIAIC)	GL50803_10703		42.04303315542958	92.93	3.93	19.076368832532552	Oxidation of M(M229)	Oxidation of M(1)			Single Protein		A8BD42	1	6	6	1	6	1	1	6	100.0	Doubtful
304	A8BCS1	BRO1 domain-containing protein (A8BCS1_GIAIC)	GL50803_7031		109.19642097335746	82.41	11.26	32.42519657613528					Single Protein		A8BCS1	8	24	24	8	24	8	11	27	100.0	Confident
306	A8B322	PX domain-containing protein (A8B322_GIAIC)	GL50803_42357		115.17148816122697	56.78	18.73	167.18784453138315	Oxidation of M(M253, M523, M780)	Oxidation of M(3)			Single Protein		A8B322	27	43	43	27	43	27	70	124	100.0	Confident
308	A8BD57	FACT complex subunit (A8BD57_GIAIC)	GL50803_17430		129.6810080924355	68.67	2.15	11.398080647592442					Single Protein		A8BD57	2	16	16	2	16	2	5	17	100.0	Confident
309	A8BD53	Deacetylase sirtuin-type domain-containing protein (A8BD53_GIAIC)	GL50803_10708		74.54673596184807	61.62	4.41	20.900113462793794					Single Protein		A8BD53	2	6	6	2	6	2	3	6	100.0	Confident
310	A8B2R7	Protein kinase domain-containing protein (A8B2R7_GIAIC)	GL50803_15514		57.97143811929476	66.98	4.55	26.66038863668574					Single Protein		A8B2R7	2	7	7	2	7	2	3	7	100.0	Confident
311	A8BTU8	Protein kinase domain-containing protein (A8BTU8_GIAIC)	GL50803_137695		97.18767579939448	66.16	2.91	17.57356807241343					Single Protein		A8BTU8	2	5	5	2	5	2	2	5	100.0	Confident
315	A8B2S4	Protein kinase domain-containing protein (A8B2S4_GIAIC)	GL50803_14742		32.61535019921594	80.84	4.53	28.46551911729467	Oxidation of M(M12)	Oxidation of M(1)			Single Protein		A8B2S4	1	3	3	1	3	1	1	3	100.0	Doubtful
316	A8B343	PX domain-containing protein (A8B343_GIAIC)	GL50803_7723		80.6154505997998	77.35	34.47	292.44998076270383	Oxidation of M(M503)	Oxidation of M(1)			Single Protein		A8B343	19	46	46	19	46	19	53	106	100.0	Confident
317	A8B341	PX domain-containing protein (A8B341_GIAIC)	GL50803_16596		66.86293772127462	74.46	2.5	15.341416619005125					Single Protein		A8B341	1	5	5	1	5	1	1	6	100.0	Doubtful
318	A8B353	Protein kinase domain-containing protein (A8B353_GIAIC)	GL50803_95593		42.33578103364344	84.84	2.93	19.38077897347722					Single Protein		A8B353	1	4	4	1	4	1	1	5	100.0	Doubtful
322	A8B361	ABC transporter domain-containing protein (A8B361_GIAIC)	GL50803_16592		252.29865649378033	62.82	5.06	19.56486742129007	Oxidation of M(M2085)	Oxidation of M(1)			Single Protein		A8B361	10	38	38	10	38	10	16	47	100.0	Confident
323	A8B2V6	ANK_REP_REGION domain-containing protein (A8B2V6_GIAIC)	GL50803_15329		145.10142966929746	76.0	1.67	9.350521249821345					Single Protein		A8B2V6	2	14	14	2	14	2	2	16	100.0	Doubtful
324	A8B374	Phosphorylase B kinase gamma catalytic chain (A8B374_GIAIC)	GL50803_95563		160.49832324135053	69.95	1.44	9.216491855852572					Single Protein		A8B374	2	13	13	2	13	2	3	16	100.0	Confident
